id, x, y, grav, label
85, 40, -18, 45.0, 3
86, 41, -2, 30.0, 3
89, 42, -3, 30.0, 3
90, 43, -23, 10.0, 4
91, 43, -6, 25.0, 4
92, 44, -4, 30.0, 3
93, 44, 0, 40.0, 3
97, 47, -21, 35.0, 3
100, 49, -27, 25.0, 4
104, 52, -24, 25.0, 4
105, 54, -20, 30.0, 3
110, 57, -20, 40.0, 3
111, 58, -16, 25.0, 4
113, 60, -13, 25.0, 4
114, 61, -27, 50.0, 3
117, 65, -15, 40.0, 3
118, 66, -10, 45.0, 3
122, 70, -2, 55.0, 2
123, 71, -21, 25.0, 4
124, 71, -10, 35.0, 3
125, 71, -4, 60.0, 2
126, 72, -20, 50.0, 3
127, 72, 8, 30.0, 3
129, 73, -8, 30.0, 3
130, 73, 2, 50.0, 3
131, 73, 19, 35.0, 3
